1  	爱
2	八
3	爸
4	吧
5	白
6	百
7	班
8	半
9	帮
10	包
11	杯
12	北
13	备
14	本
15	比
16	边
17	别
18	病
19	不
20	菜
21	茶
22	差
23	常
24	场
25	唱
26	车
27	吃
28	出
29	穿
30	床
31	次
32	从
33	错
34	答
35	打
36	大
37	蛋
38	到
39	道
40	得
41	地
42	的
43	等
44	弟
45	第
46	点
47	电
48	店
49	东
50	动
51	都
52	读
53	对
54	多
55	饿
56	儿
57	二
58	饭
59	方
60	房
61	放
62	飞
63	非
64	分
65	风
66	服
67	干
68	高
69	告
70	哥
71	歌
72	个
73	给
74	跟
75	工
76	关
77	馆
78	贵
79	国
80	果
81	过
82	还
83	孩
84	汉
85	好
86	号
87	喝
88	和
89	很
90	后
91	候
92	花
93	话
94	坏
95	欢
96	回
97	会
98	火
99	机
100	鸡
101	几
102	记
103	家
104	假
105	间
106	见
107	教
108	叫
109	觉
110	姐
111	介
112	今
113	进
114	京
115	净
116	九
117	就
118	开
119	看
120	考
121	渴
122	客
123	课
124	口
125	块
126	快
127	来
128	老
129	了
130	累
131	冷
132	里
133	两
134	零
135	六
136	楼
137	路
138	妈
139	马
140	吗
141	买
142	慢
143	忙
144	毛
145	么
146	没
147	妹
148	门
149	们
150	米
151	面
152	名
153	明
154	拿
155	哪
156	那
157	奶
158	男
159	南
160	难
161	脑
162	呢
163	能
164	你
165	年
166	您
167	牛
168	女
169	旁
170	跑
171	朋
172	票
173	七
174	期
175	起
176	气
177	汽
178	前
179	钱
180	请
181	球
182	去
183	热
184	人
185	认
186	日
187	肉
188	三
189	山
190	商
191	上
192	少
193	绍
194	身
195	什
196	生
197	师
198	十
199	时
200	识
201	事
202	试
203	视
204	是
205	手
206	书
207	树
208	谁
209	水
210	睡
211	说
212	四
213	送
214	诉
215	岁
216	他
217	她
218	太
219	体
220	天
221	条
222	听
223	同
224	图
225	外
226	玩
227	晚
228	网
229	忘
230	文
231	问
232	我
233	五
234	午
235	西
236	息
237	习
238	洗
239	喜
240	系
241	下
242	先
243	现
244	想
245	小
246	校
247	笑
248	些
249	写
250	谢
251	新
252	星
253	行
254	兴
255	休
256	学
257	样
258	要
259	爷
260	也
261	页
262	一
263	衣
264	医
265	影
266	用
267	友
268	有
269	右
270	雨
271	语
272	元
273	远
274	院
275	月
276	再
277	在
278	早
279	怎
280	站
281	找
282	这
283	着
284	真
285	正
286	知
287	中
288	重
289	住
290	准
291	桌
292	子
293	字
294	走
295	最
296	昨
297	左
298	作
299	坐
300	做
