1	碍
2	岸
3	拔
4	拜
5	版
6	扮
7	棒
8	悲
9	辈
10	鼻
11	彼
12	壁
13	宾
14	饼
15	玻
16	博
17	猜
18	裁
19	册
20	叉
21	插
22	拆
23	柴
24	肠
25	尝
26	偿
27	倡
28	乘
29	池
30	愁
31	丑
32	臭
33	厨
34	触
35	闯
36	辞
37	聪
38	脆
39	呆
40	贷
41	胆
42	旦
43	弹
44	挡
45	德
46	丢
47	冻
48	洞
49	毒
50	堆
51	吨
52	盾
53	朵
54	躲
55	尔
56	乏
57	罚
58	繁
59	返
60	泛
61	仿
62	疯
63	肤
64	扶
65	幅
66	辅
67	傅
68	纲
69	钢
70	糕
71	搞
72	革
73	沟
74	估
75	鼓
76	冠
77	鬼
78	柜
79	滚
80	锅
81	汗
82	豪
83	核
84	盒
85	贺
86	恨
87	猴
88	胡
89	糊
90	虎
91	滑
92	慌
93	灰
94	恢
95	悔
96	惠
97	击
98	肌
99	辑
100	籍
101	挤
102	夹
103	甲
104	驾
105	肩
106	艰
107	剪
108	键
109	郊
110	胶
111	戒
112	届
113	竞
114	敬
115	拒
116	俱
117	军
118	烤
119	颗
120	咳
121	肯
122	控
123	库
124	款
125	狂
126	亏
127	览
128	烂
129	朗
130	劳
131	梨
132	璃
133	厉
134	励
135	怜
136	帘
137	恋
138	邻
139	铃
140	龄
141	令
142	漏
143	逻
144	骂
145	漫
146	矛
147	贸
148	貌
149	煤
150	眠
151	秒
152	敏
153	摩
154	漠
155	幕
156	奈
157	耐
158	偶
159	陪
160	赔
161	喷
162	盆
163	披
164	脾
165	匹
166	骗
167	拼
168	频
169	凭
170	泼
171	葡
172	启
173	弃
174	签
175	欠
176	枪
177	抢
178	悄
179	敲
180	瞧
181	琴
182	勤
183	曲
184	劝
185	染
186	扰
187	绕
188	忍
189	扔
190	荣
191	绒
192	软
193	润
194	洒
195	杀
196	傻
197	扇
198	稍
199	蛇
200	舍
201	射
202	摄
203	伸
204	剩
205	拾
206	驶
207	饰
208	柿
209	寿
210	瘦
211	蔬
212	鼠
213	摔
214	硕
215	私
216	搜
217	肃
218	宿
219	碎
220	损
221	索
222	锁
223	抬
224	坦
225	逃
226	桃
227	萄
228	厅
229	偷
230	吐
231	兔
232	托
233	违
234	唯
235	委
236	胃
237	慰
238	卧
239	污
240	夕
241	析
242	悉
243	惜
244	吓
245	闲
246	献
247	详
248	享
249	歇
250	协
251	斜
252	辛
253	欣
254	雄
255	熊
256	虚
257	询
258	押
259	鸭
260	厌
261	艳
262	央
263	邀
264	咬
265	乙
266	忆
267	谊
268	饮
269	硬
270	拥
271	幽
272	尤
273	犹
274	羽
275	域
276	豫
277	怨
278	灾
279	仔
280	暂
281	糟
282	赠
283	摘
284	涨
285	掌
286	珍
287	诊
288	振
289	震
290	挣
291	织
292	执
293	珠
294	竹
295	筑
296	撞
297	紫
298	醉
299	尊
300	遵
