1	挨
2	傲
3	罢
4	榜
5	傍
6	胞
7	暴
8	爆
9	奔
10	逼
11	扁
12	拨
13	波
14	捕
15	踩
16	残
17	惨
18	仓
19	藏
20	厕
21	侧
22	策
23	昌
24	畅
25	炒
26	撤
27	撑
28	崇
29	宠
30	储
31	串
32	醋
33	搭
34	诞
35	党
36	档
37	岛
38	蹈
39	盗
40	滴
41	抵
42	帝
43	吊
44	跌
45	督
46	赌
47	渡
48	端
49	蹲
50	夺
51	额
52	恩
53	番
54	凡
55	犯
56	肺
57	废
58	氛
59	粉
60	愤
61	峰
62	锋
63	奉
64	佛
65	浮
66	副
67	肝
68	杆
69	岗
70	港
71	稿
72	攻
73	宫
74	巩
75	贡
76	孤
77	谷
78	股
79	刮
80	拐
81	贯
82	轨
83	跪
84	憾
85	耗
86	狠
87	横
88	衡
89	宏
90	洪
91	壶
92	幻
93	患
94	皇
95	辉
96	毁
97	绘
98	慧
99	昏
100	混
101	吉
102	疾
103	佳
104	嘉
105	尖
106	监
107	捡
108	剑
109	舰
110	践
111	鉴
112	箭
113	酱
114	骄
115	焦
116	揭
117	杰
118	洁
119	截
120	井
121	径
122	纠
123	捐
124	菌
125	刊
126	抗
127	扣
128	酷
129	跨
130	阔
131	啦
132	赖
133	栏
134	懒
135	牢
136	梁
137	谅
138	裂
139	灵
140	炉
141	露
142	略
143	嘛
144	埋
145	麦
146	馒
147	盲
148	梅
149	蒙
150	盟
151	猛
152	棉
153	妙
154	灭
155	膜
156	磨
157	墨
158	谋
159	墓
160	纳
161	泥
162	扭
163	怒
164	诺
165	盼
166	泡
167	炮
168	偏
169	贫
170	聘
171	屏
172	坡
173	扑
174	铺
175	欺
176	旗
177	恰
178	迁
179	牵
180	铅
181	谦
182	潜
183	歉
184	茄
185	侵
186	倾
187	渠
188	券
189	融
190	乳
191	若
192	塞
193	丧
194	勺
195	舌
196	涉
197	审
198	牲
199	圣
200	盛
201	薯
202	爽
203	税
204	寺
205	苏
206	素
207	塔
208	踏
209	叹
210	探
211	趟
212	掏
213	踢
214	添
215	田
216	铜
217	徒
218	吞
219	拖
220	挖
221	娃
222	哇
223	湾
224	顽
225	亡
226	旺
227	威
228	乌
229	伍
230	悟
231	牺
232	嫌
233	陷
234	祥
235	晓
236	胁
237	谐
238	械
239	薪
240	凶
241	袖
242	绪
243	悬
244	旋
245	循
246	讯
247	炎
248	沿
249	宴
250	洋
251	仰
252	氧
253	耀
254	野
255	液
256	仪
257	异
258	隐
259	忧
260	娱
261	愉
262	予
263	宇
264	欲
265	誉
266	援
267	缘
268	跃
269	晕
270	允
271	遭
272	扎
273	炸
274	宅
275	债
276	账
277	障
278	哲
279	镇
280	症
281	枝
282	殖
283	忠
284	肿
285	粥
286	诸
287	煮
288	驻
289	柱
290	赚
291	庄
292	壮
293	捉
294	咨
295	宗
296	纵
297	奏
298	祖
299	钻
300	罪
